gene	loeuf	pli
SLC39A4	0.704	0.00031401
GOPC	0.704	0.00084252
POU3F1	0.705	0.56469
DNAJB9	0.705	0.36507
IGSF9	0.705	3.4386e-12
PAQR5	0.705	0.037162
HERC5	0.705	7.6848e-11
C2CD5	0.705	9.7333e-12
ZNF174	0.705	0.014823
NIP7	0.705	0.36417
IMPDH1	0.705	5.7762e-06
SCAMP3	0.705	0.0021904
PAK6	0.705	4.3077e-05
TRAIP	0.705	1.5879e-05
FAM110B	0.705	0.36414
CAPN1	0.706	5.8554e-10
ITGB5	0.706	9.8905e-08
DAZAP2	0.706	0.36369
ZNF613	0.706	0.00081785
LIFR	0.706	1.4888e-13
ANKRD32	0.706	5.8495e-10
PCDHGB7	0.706	1.5509e-05
TPRA1	0.706	0.014654
NYAP2	0.706	0.00030753
ST6GAL2	0.707	0.005662
IL12RB2	0.707	1.6212e-09
MAST2	0.707	1.7079e-19
ORC3	0.707	1.617e-09
AC069368.3	0.707	0.036709
SNTA1	0.707	0.0056417
CPNE9	0.707	3.4898e-08
TACC3	0.707	2.7082e-07
ISG20L2	0.707	0.087751
CEP85L	0.707	4.5367e-09
ANGEL2	0.708	5.565e-06
CYTIP	0.708	0.0021191
TOMM34	0.708	0.014459
IFT88	0.708	7.1224e-11
SCN9A	0.708	4.7524e-19
PRAM1	0.708	0.0003004
ZNF280B	0.708	0.036302
DGKE	0.708	5.4906e-06
PGBD5	0.708	0.0021166
SLAMF7	0.708	0.03635
GSTT2B	0.708	0.72219
LNX1	0.708	2.0033e-06
RAB43	0.708	0.56224
RNASEK-C17orf49	0.708	0.19065
GPR12	0.708	0.36177
CD4	0.709	0.00078914
SPSB3	0.709	0.036104
ADAMTS14	0.709	4.7565e-14
ID3	0.709	0.72177
CEACAM1	0.709	0.00078816
POLR2I	0.709	0.36015
KLHL1	0.709	7.1907e-07
ZNF740	0.709	0.18968
B2M	0.709	0.56167
KLF2	0.71	0.56044
HTR1B	0.71	0.18947
JDP2	0.71	0.35921
RASA3	0.71	1.9114e-10
ZNF850	0.71	0.72103
EIF2AK1	0.71	7.0148e-07
ROBO3	0.71	1.9977e-15
ADAMTS4	0.71	1.9501e-06
CROCC	0.71	1.2656e-24
ATM	0.71	5.5884e-47
PROB1	0.71	0.0054944
WNT7A	0.71	0.035773
TOR4A	0.71	0.56079
CD28	0.711	0.35779
GMIP	0.711	1.8778e-10
ASAP3	0.711	8.33e-12
LEPROTL1	0.711	0.72072
LLGL2	0.711	2.8797e-12
MUC22	0.711	0.014047
RBL1	0.711	2.9339e-12
TUFT1	0.711	0.00010612
CALU	0.711	0.014005
IDH3G	0.711	0.085247
IL23A	0.711	0.35806
TMED8	0.711	0.085258
AWAT2	0.711	0.18858
DCLRE1C	0.711	2.4874e-07
ITK	0.712	3.1402e-08
MSANTD4	0.712	0.013981
DNAJC17	0.712	0.0020308
EPHA8	0.712	1.834e-10
BCL2	0.712	0.55903
TCF7	0.712	0.0053732
ZFP1	0.712	0.013918
SLC36A3	0.712	0.0020296
COG4	0.713	3.9748e-09
PLK3	0.713	1.8504e-06
THEMIS2	0.713	0.0020207
RRAGA	0.713	0.3557
NUF2	0.713	3.8169e-05
SLC45A4	0.713	0.00010424
NAALADL2	0.713	8.7292e-08
ZNF703	0.713	0.35636
PTDSS2	0.713	1.3906e-05
BCL7B	0.714	0.18519
CRHR1	0.714	3.7856e-05
TRIOBP	0.714	2.0161e-28
ILK	0.714	3.7887e-05
ALDH4A1	0.714	1.3725e-05
ANXA6	0.714	1.0804e-08
HPS6	0.714	0.00027656
PPIA	0.714	0.55734
RELL2	0.714	0.084083
LPAR1	0.714	0.18603
DNAJA4	0.714	0.0020027
LRFN2	0.714	0.013743
DLK1	0.714	0.034576
GPR123	0.714	0.013687
LTA4H	0.715	2.9568e-08
FUT9	0.715	0.08318
AVPR2	0.715	0.55589
STK17B	0.715	0.013619
RGSL1	0.715	2.0941e-11
ADPGK	0.715	0.0052215
AMER2	0.715	0.083487
TMTC1	0.715	1.329e-09
GRIN2C	0.715	2.3053e-07
MYO18B	0.715	1.0329e-31
TAGLN3	0.715	0.18493
ELK3	0.715	0.083508
DYNLT3	0.715	0.71894
ESRP2	0.715	2.3333e-07
SAMD14	0.715	0.00073677
MGAT2	0.716	0.034151
TUBGCP4	0.716	3.6984e-09
FASLG	0.716	0.18345
RHCG	0.716	0.00010016
ARF3	0.716	0.35273
ATPAF1	0.716	0.013464
CFL1	0.716	0.55563
L3MBTL2	0.716	1.0289e-08
ZKSCAN7	0.716	1.3415e-05
FAM46B	0.717	0.18261
PRUNE2	0.717	4.9601e-28
PAIP2	0.717	0.55414
SLC25A27	0.717	0.00026907
CILP2	0.717	8.0314e-08
DOCK6	0.717	1.2563e-26
KIAA0895L	0.717	0.0019404
MAD2L2	0.717	0.082082
OGFR	0.717	0.033874
SPEF2	0.717	3.1152e-25
CTC-273B12.7	0.717	0.71766
VSTM4	0.717	0.033816
AASDHPPT	0.717	0.033866
SERTAD4	0.717	0.033943
MTG1	0.717	0.013299
ATG4D	0.717	0.00026752
ATG3	0.718	0.00071299
TSPAN18	0.718	0.082002
SOWAHB	0.718	0.00071474
ARPC5L	0.718	0.55377
VLDLR	0.718	1.9617e-11
SHKBP1	0.718	7.8108e-08
PDHX	0.718	9.7242e-05
HOXB1	0.718	0.081766
ABCD2	0.718	4.7079e-06
CHRM2	0.718	0.18197
NDUFAF4	0.718	0.55344
SLC25A36	0.718	0.033543
MTX1	0.718	0.013271
SYBU	0.718	9.7732e-05
WDR66	0.718	2.9422e-13
IER5L	0.718	0.55377
GGA3	0.719	1.6701e-06
RAB7L1	0.719	0.18152
TOLLIP	0.719	0.081141
SLC16A14	0.719	0.013067
GADD45G	0.719	0.55259
CLNS1A	0.719	0.081436
FAM216A	0.719	0.033456
PIBF1	0.719	1.9044e-11
ADAMTS15	0.719	1.6672e-06
MIEN1	0.719	0.55257
ENSA	0.719	0.34917
IL17REL	0.719	0.0018916
KIAA0586	0.719	5.1344e-16
PFDN2	0.719	0.34971
MYLK3	0.72	5.8848e-07
SFTPB	0.72	0.00025934
PCDHGB1	0.72	9.479e-05
SPAG5	0.72	1.3955e-15
ZNF572	0.72	0.012997
NCEH1	0.72	0.012968
DNAJC21	0.72	2.1006e-07
IMPG2	0.72	2.7548e-13
GRIK1	0.72	1.1948e-09
SRSF12	0.72	0.033102
CRH	0.72	0.71614
ITGAX	0.721	1.3665e-15
KRR1	0.721	0.00069317
ZNF34	0.721	0.00068775
TMPRSS6	0.721	4.1369e-10
C10orf88	0.721	0.012888
TNFRSF19	0.721	0.032926
CLCA1	0.721	3.2791e-09
DNMBP	0.721	5.7164e-17
TMEM161B	0.721	1.2449e-05
TXNRD1	0.721	1.6062e-06
DSTN	0.721	0.55116
DPCR1	0.722	1.2265e-05
PIP4K2C	0.722	0.0018314
ARF6	0.722	0.71536
DNAH9	0.722	3.0547e-60
VPS37A	0.722	0.00067936
UGDH	0.722	0.00068341
UBA5	0.722	0.00025218
CCDC136	0.722	9.1226e-14
MORN4	0.722	0.54999
OAZ1	0.722	0.17847
FBXW4	0.723	0.00067616
NT5DC2	0.723	1.211e-05
OVGP1	0.723	0.00067299
RPL35	0.723	0.54892
WDR59	0.723	3.061e-14
FAM83G	0.723	3.3167e-05
FXN	0.723	0.34491
FBP1	0.723	0.079124
BCL7C	0.723	0.079509
CCDC13	0.723	9.0281e-09
PARD3B	0.723	7.2829e-13
DENND2C	0.723	5.9524e-12
LGR5	0.724	2.5019e-08
ACP5	0.724	0.078651
RYBP	0.724	0.17721
RHOBTB3	0.724	4.2416e-06
VAV3	0.724	8.4532e-14
SCARB2	0.724	8.9495e-05
NKX1-1	0.724	0.71465
RNF185	0.724	0.17727
SLCO5A1	0.724	1.5378e-06
NDUFA8	0.724	0.34407
WDR61	0.724	0.0048017
SLC26A5	0.724	6.9851e-08
TMEM110-MUSTN1	0.724	0.00066939
KIAA1324	0.724	7.0266e-13
KLHL42	0.724	0.012525
RRS1	0.724	0.17712
USP35	0.724	5.4853e-07
DNAI1	0.725	2.4183e-08
FAM69B	0.725	0.012466
POSTN	0.725	1.0666e-09
TTC26	0.725	2.4322e-08
FAM172A	0.725	0.00024392
TBC1D13	0.725	0.00065868
BCL7A	0.725	0.07823
FILIP1L	0.725	1.0757e-09
CALN1	0.725	0.031937
XBP1	0.725	0.032014
SAMD8	0.726	0.0017634
MVP	0.726	6.7564e-08
MTHFD1L	0.726	1.9355e-12
ANKS3	0.726	1.8852e-07
AURKC	0.726	0.077907
SCARF1	0.726	5.2898e-07
UROS	0.726	0.031627
SOX21	0.726	0.71344
VPS25	0.727	0.077601
FNDC5	0.727	0.5458
IST1	0.727	0.0046461
LPIN1	0.727	6.4522e-13
FAM19A2	0.727	0.34104
ACSL5	0.727	2.8888e-09
PIN4	0.727	0.71293
PTGES	0.727	0.71317
KIAA1199	0.728	4.4023e-17
PLEKHA1	0.728	0.0002347
EBAG9	0.728	0.077101
FAM73A	0.728	1.8254e-07
PDGFD	0.728	0.0017145
CBS	0.728	3.0799e-05
C20orf26	0.728	3.1129e-15
HOXC10	0.728	0.17368
DKK1	0.728	0.17423
RIC8A	0.728	0.00063968
CCDC79	0.728	5.1645e-07
URI1	0.728	1.1089e-05
C1orf116	0.729	0.0017075
HGSNAT	0.729	6.3392e-08
MARCH3	0.729	0.17324
NUP210	0.729	1.0967e-22
POLR2M	0.729	0.031082
FGFR1OP	0.729	0.00062816
ZNF672	0.729	0.076604
OXT	0.729	0.71197
SLA2	0.729	0.076311
C1orf112	0.73	3.3523e-10
CNTD1	0.73	0.0045358
CHDC2	0.73	0.03073
PPT2	0.73	0.0045415
RBM19	0.73	1.7215e-12
KCNA1	0.73	0.076028
PLSCR1	0.73	0.011923
ZP2	0.73	6.2157e-08
TCEA3	0.73	0.0045078
PCSK1	0.73	2.745e-09
FGFRL1	0.73	0.011908
LAMA4	0.73	1.3909e-24
WDR3	0.73	2.0951e-13
TNFAIP2	0.731	8.2527e-05
PLEKHH3	0.731	4.8445e-07
DDOST	0.731	0.00061409
ZMAT4	0.731	0.075538
CUL7	0.731	2.5916e-21
BCL10	0.731	0.33709
HAUS5	0.731	3.2819e-10
GOLIM4	0.731	3.9661e-11
GRB7	0.731	1.3644e-06
SDHD	0.731	0.33697
MAFK	0.731	0.71128
NPTX2	0.731	0.030511
AURKB	0.732	0.0044521
LAMA2	0.732	2.4118e-47
RABL5	0.732	0.33622
RBP7	0.732	0.54133
ADAMTS17	0.732	2.802e-15
PKD1L1	0.732	1.0852e-40
KCNC4	0.732	0.0044543
MIEF1	0.733	0.011698
ANKRD26	0.733	3.5745e-24
CENPF	0.733	1.8822e-36
DVL1	0.733	3.7313e-06
C1orf106	0.733	0.00022109
ZSCAN10	0.733	8.0366e-05
FGD3	0.733	1.3311e-06
MYO7B	0.733	8.9527e-31
STAM2	0.733	1.0416e-05
TPI1	0.733	0.030193
TRAPPC9	0.733	2.2898e-14
CCDC9	0.733	2.9036e-05
RBMXL2	0.733	0.074817
HPS5	0.733	1.8969e-13
HCLS1	0.733	1.3157e-06
HOXC8	0.734	0.1695
KIN	0.734	1.0187e-05
PCSK6	0.734	5.3148e-13
KRT19	0.734	0.0043426
DYSF	0.734	3.6528e-33
IRX4	0.734	0.011525
MDFI	0.734	0.33402
ALS2CR11	0.735	2.9765e-16
ZFP14	0.735	0.0002154
POFUT2	0.735	0.00021557
ANAPC11	0.735	0.33285
GHITM	0.735	0.011502
PREB	0.735	0.00059272
ZNF10	0.735	0.0016011
ADAMTSL2	0.735	0.0016001
HOXC4	0.735	0.16846
BBS7	0.735	7.0515e-09
B3GALT4	0.735	0.029753
IKBKAP	0.735	2.1199e-21
SKOR1	0.736	6.8995e-09
GLIS3	0.736	5.5977e-08
WBSCR22	0.736	7.6593e-05
HARS2	0.736	2.7868e-05
NPDC1	0.736	0.02958
GABRQ	0.736	0.0042977
CENPV	0.736	0.33194
SIGMAR1	0.736	0.1678
DDX41	0.736	5.5908e-08
ZBTB8A	0.736	0.0042899
TYRO3	0.736	8.3343e-10
RAG1	0.736	2.7659e-05
RP4-539M6.19	0.736	0.0042668
ZNF585A	0.736	2.7835e-05
TNIP2	0.736	0.0015926
LHX1	0.737	0.029231
KDELR2	0.737	0.16699
FAM19A1	0.737	0.33119
CNST	0.737	1.238e-06
BTG4	0.737	0.16682
OSTM1	0.737	0.011293
RCN2	0.737	0.029405
TRAF3IP1	0.737	1.9085e-08
SETD7	0.737	0.0042257
RASD2	0.737	0.53733
NHEJ1	0.738	0.0041944
C17orf70	0.738	2.6956e-05
NDUFS8	0.738	0.16592
KCNIP1	0.738	0.0042091
EXOSC10	0.738	1.9676e-14
RRP1	0.738	7.4869e-05
TBRG4	0.738	1.225e-06
LETM1	0.738	1.2141e-06
GTSE1	0.738	2.7012e-05
AK9	0.738	3.687e-26
BTG1	0.738	0.53641
HS3ST5	0.738	0.16621
NOA1	0.738	9.6433e-06
RPL23	0.738	0.33031
RNASEH1	0.738	0.011173
INTS9	0.738	4.3201e-07
ING4	0.738	0.029013
ZBTB9	0.738	0.072545
MRPL19	0.738	0.029168
LAMB3	0.738	2.3136e-15
ETNPPL	0.738	7.5088e-05
GGT1	0.738	7.5307e-05
C11orf58	0.739	0.1654
A4GNT	0.739	0.16537
RGMB	0.739	0.071955
RTTN	0.739	8.9747e-34
TUFM	0.739	0.004184
RAD51AP1	0.739	0.011096
UNC45A	0.739	3.2704e-11
F13A1	0.739	5.2851e-08
ZNF831	0.739	7.8727e-10
GTPBP10	0.739	0.0041528
TBL3	0.739	9.4054e-11
ITGA1	0.739	2.6124e-16
TDG	0.739	0.00056268
TMEFF2	0.739	7.3885e-05
NEURL1	0.739	0.011091
ASNS	0.74	9.3611e-06
RNF157	0.74	6.3025e-09
EGF	0.74	8.5294e-17
OR2H1	0.74	0.53455
RASEF	0.74	2.2309e-09
TTC8	0.74	1.1846e-06
WNT8B	0.74	0.010991
NEK10	0.74	7.6572e-10
XRCC1	0.74	6.3386e-09
PARP10	0.74	1.8208e-08
GFPT2	0.74	6.3867e-09
KIF20A	0.74	4.5339e-13
INTU	0.74	7.6977e-10
MADCAM1	0.74	0.53462
CPSF2	0.741	5.13e-08
FOLH1	0.741	6.1977e-09
SNX29	0.741	2.6167e-10
RP11-724O16.1	0.741	1.1671e-06
CERK	0.741	2.5948e-05
DCAF4	0.741	9.2807e-06
RAPSN	0.741	0.0015148
TEX264	0.741	0.16412
MAGOHB	0.741	0.32706
SEC23A	0.741	1.0698e-11
FPGS	0.741	1.1579e-06
PNPLA2	0.741	0.0041069
FBXO25	0.742	0.00019921
LHX3	0.742	0.010863
CASC4	0.742	7.1603e-05
FLOT2	0.742	7.1158e-05
TMEM50A	0.742	0.16293
ZDHHC21	0.742	0.02838
ERLEC1	0.742	3.25e-06
PLEKHD1	0.742	9.0931e-06
ARHGAP11A	0.742	2.1115e-09
USP18	0.742	0.0014952
NOTCH4	0.742	2.0544e-23
HCN3	0.742	2.5694e-05
WDR6	0.742	2.1434e-09
CHRM5	0.743	0.0040271
FBN3	0.743	5.439e-42
HAPLN4	0.743	0.01078
ASPM	0.743	3.3502e-49
RNPC3	0.743	0.00019596
PTPLB	0.743	0.070281
CEP104	0.743	1.2281e-12
TBC1D8B	0.743	5.953e-09
SH3GLB2	0.743	0.0014857
DIAPH3	0.743	1.9877e-15
LYZL4	0.743	0.53187
VOPP1	0.743	0.32523
NCF2	0.743	4.0054e-07
PALM2	0.743	0.0014865
PRG4	0.743	1.7017e-08
CCDC50	0.744	3.9152e-07
RP1-130H16.18	0.744	8.876e-06
RAB11FIP5	0.744	0.0014636
SLC35G1	0.744	0.16174
PSEN2	0.744	0.00053736
LRP11	0.744	0.0039782
PCDHGC5	0.744	8.8338e-06
VGLL3	0.745	0.069692
MOGAT2	0.745	0.010537
KLHL8	0.745	3.1232e-06
ERI3	0.745	0.003965
EVA1C	0.745	0.001458
HSD17B4	0.745	2.4175e-10
PARL	0.745	0.00019181
ZSCAN25	0.745	0.0001926
KIAA0196	0.745	8.2703e-18
POLR2C	0.745	0.0014592
UBAC1	0.745	0.0014517
SLC45A1	0.745	2.4761e-05
VPS28	0.745	0.069338
C19orf33	0.746	0.70447
SYNGR3	0.746	0.52946
COL9A3	0.746	3.278e-12
PPP1R2	0.746	0.06928
SERPINH1	0.746	0.027553
REEP4	0.746	0.027532
GATSL3	0.746	0.027533
MROH2A	0.747	3.9287e-21
BAG4	0.747	0.00018708
ATP4A	0.747	9.4424e-12
C12orf55	0.747	3.7412e-41
ZDHHC20	0.747	0.00051998
AMACR	0.747	0.027363
DCLRE1A	0.747	1.9357e-09
CYP2U1	0.747	0.0014201
PPM1F	0.747	0.0038754
TRMT6	0.747	2.4031e-05
GEMIN5	0.748	1.244e-21
MERTK	0.748	2.6593e-11
SLBP	0.748	0.068148
CLDN2	0.748	0.70328
FOSL1	0.748	0.15849
ATP6V0A2	0.748	2.6314e-11
MPZL1	0.748	0.15905
PNPLA1	0.748	0.00018528
GUCY2D	0.748	6.4574e-10
ESX1	0.749	0.52687
RBBP8	0.749	3.0764e-12
USP13	0.749	3.0651e-12
USP16	0.749	1.8493e-09
GGA2	0.749	1.2573e-07
NSA2	0.749	0.010263
WNT8A	0.749	0.010244
RP11-295K3.1	0.749	0.068066
OTOG	0.749	6.6065e-37
CPA5	0.749	0.00018213
NDUFAB1	0.749	0.52661
STX6	0.749	0.010265
EVPL	0.749	5.7048e-25
CPLX2	0.75	0.52601
GMCL1	0.75	3.5709e-07
IRGQ	0.75	0.0037866
NELL1	0.75	8.6694e-12
RFC5	0.75	0.00050356
GNRHR	0.75	0.067566
DIXDC1	0.75	7.3213e-11
DNAH17	0.75	1.9559e-63
ZNF706	0.75	0.70233
FASTKD2	0.75	2.8891e-06
ZNF570	0.75	6.4629e-05
ELOVL7	0.75	0.010183
FAM120B	0.75	7.4692e-11
AHRR	0.75	0.00018111
COL17A1	0.75	2.2869e-27
TNS4	0.751	3.525e-07
ANKFN1	0.751	2.0906e-10
FAM189B	0.751	8.0554e-06
PPFIBP1	0.751	5.1485e-16
SLC43A1	0.751	8.0343e-06
BAX	0.751	0.31746
BLM	0.751	1.5376e-15
C1orf86	0.751	0.52558
ADCYAP1	0.752	0.52424
RAB5B	0.752	0.026434
WDFY1	0.752	6.3352e-05
LIF	0.752	0.5242
SLC4A5	0.752	1.1368e-13
ZC3H12D	0.752	0.15589
TCAIM	0.752	2.2334e-05
ERGIC3	0.752	2.2416e-05
GLE1	0.752	2.0536e-10
ZNF276	0.752	7.8951e-06
MICALL1	0.752	1.1968e-07
HTRA1	0.752	0.00049201
IL6	0.753	0.31536
COL13A1	0.753	3.7355e-14
ACP2	0.753	6.2383e-05
TF	0.753	4.1001e-08
NDRG2	0.753	2.2044e-05
SYT10	0.753	6.2437e-05
SOD2	0.753	0.15499
HIP1R	0.753	1.4566e-15
KCNG1	0.753	0.026243
EEF1B2	0.753	0.066287
TMC6	0.753	5.8557e-10
MCM3	0.753	6.9522e-11
CCDC175	0.753	4.9246e-09
MYBPHL	0.753	0.0036874
TYW1	0.754	1.9626e-10
JUND	0.754	0.70054
CCDC182	0.754	0.70075
CCDC39	0.754	7.9127e-12
ATAD1	0.754	0.0013367
GUSB	0.754	4.0382e-08
CFDP1	0.754	0.0036535
LRSAM1	0.754	3.1008e-13
HLA-A	0.754	0.0013299
ZNF354B	0.754	2.201e-05
ANAPC5	0.754	1.6499e-09
AP000783.1	0.754	0.70046
RAB3B	0.754	0.31473
NACC2	0.754	0.31484
OGFRL1	0.754	0.003634
STAC3	0.754	0.00017244
PTGFR	0.754	0.066085
KIAA2013	0.755	0.0097782
SLU7	0.755	1.6328e-09
IFT172	0.755	3.2682e-33
RTKN	0.755	2.696e-06
FAM50B	0.755	0.15388
CCDC71	0.755	0.025775
WFIKKN2	0.755	0.0036109
ALDOA	0.755	0.0013228
NOS2	0.755	4.0277e-15
CLDN3	0.755	0.52233
EFNA3	0.756	0.15339
ING1	0.756	0.0096662
SEMA4G	0.756	1.3518e-08
OAZ2	0.756	0.31316
MTMR6	0.756	3.8619e-08
ST3GAL5	0.756	0.0013115
HTRA2	0.756	0.0035755
AC079354.1	0.756	3.209e-07
CCNG2	0.756	0.0096861
CRYM	0.756	0.02569
ITGA2B	0.756	1.5205e-16
ABTB1	0.756	2.1295e-05
CLDN16	0.757	0.025466
BNIP3L	0.757	0.15274
TXNDC15	0.757	0.0096478
TTLL5	0.757	2.9217e-22
DMRT2	0.757	0.0096606
TRAF1	0.757	0.0035639
ZNF365	0.757	0.00046761
HOXB9	0.757	0.31202
WDR63	0.757	2.9016e-13
WDR70	0.757	1.5777e-09
SPC25	0.757	0.025506
LPPR3	0.758	0.0095649
FAM21A	0.758	0.00046322
FAM78B	0.758	0.31111
POP1	0.758	2.8105e-13
ZFP64	0.758	0.00016534
CEP76	0.758	4.5108e-09
MUC16	0.759	8.2703e-112
ARL5C	0.759	0.30967
DYNLL1	0.759	0.6983
NOBOX	0.759	2.0629e-05
TOR1B	0.759	0.064206
GTF2F1	0.759	7.2585e-06
RHPN2	0.759	1.0678e-07
SAP30	0.759	0.30994
PAQR8	0.759	0.15149
ACSS1	0.759	3.0776e-07
ZNF317	0.759	5.7842e-05
SCP2	0.76	8.7451e-07
AC073610.5	0.76	0.69816
MINPP1	0.76	0.00045482
AUP1	0.761	0.00016038
SLC7A11	0.761	5.6817e-05
RAB28	0.761	0.02487
C4orf3	0.761	0.30797
CFI	0.761	3.5432e-08
EVI2B	0.761	0.063333
EVI5	0.761	1.9654e-11
NOXRED1	0.761	0.024779
CIAO1	0.761	0.0012454
PSTPIP1	0.761	2.4606e-06
SPAG1	0.761	1.445e-09
SP6	0.761	0.14961
AGBL4	0.761	2.4767e-06
C8orf44-SGK3	0.761	8.5621e-07
KCNJ10	0.761	0.1502
RNMT	0.761	5.6565e-05
SGK3	0.761	8.5621e-07
GLRA1	0.762	0.00015816
PRKCSH	0.762	1.0122e-07
RAB13	0.762	0.02472
HELQ	0.762	6.4877e-12
RP11-794P6.2	0.762	0.14923
GPN1	0.762	5.5764e-05
RSPO2	0.762	0.024608
HOXD10	0.762	0.062918
TP53I11	0.762	0.30718
SLC39A12	0.763	8.3413e-07
SRGN	0.763	0.69656
C1QL3	0.763	0.51567
CCDC36	0.763	0.024502
HARS	0.763	2.3839e-06
ABHD12	0.763	1.9476e-05
RPAP1	0.763	1.3781e-17
C18orf63	0.763	6.8227e-06
M6PR	0.763	0.0092215
TTR	0.763	0.51566
MPL	0.763	4.0719e-09
ZSWIM3	0.763	5.5178e-05
IFNLR1	0.763	0.062532
MKI67	0.764	1.2598e-28
RP11-298I3.5	0.764	0.14781
CCDC25	0.764	0.0091245
SLC19A2	0.764	0.00043398
CNN2	0.764	0.024399
SDF4	0.764	0.0091042
POLE2	0.764	2.8528e-07
FCF1	0.764	0.024364
STAMBP	0.764	5.4496e-05
CCDC149	0.765	1.9023e-05
CDC14A	0.765	9.6376e-08
CABP7	0.765	0.14741
MATK	0.765	2.3097e-06
ABCC8	0.765	7.9571e-24
ATP6V1C1	0.765	0.00015353
GRAP2	0.765	0.00015256
COMP	0.765	1.3462e-09
GPRC5B	0.765	0.024183
SLC9C1	0.765	3.0455e-15
TMEM51	0.765	0.30495
PHOSPHO1	0.765	0.51421
SNTB2	0.765	0.00042801
PRRT3	0.765	5.3843e-05
SERINC5	0.765	6.6351e-06
MED20	0.766	0.30394
EFCAB8	0.766	0.00015144
CSF3R	0.766	1.5225e-10
SPATA22	0.766	0.00042457
EXT2	0.766	1.3179e-09
RARS	0.766	3.2689e-08
ANO3	0.766	1.2489e-17
ODF3	0.766	0.14655
PLEKHG4	0.766	1.0982e-16
ZNF18	0.766	5.3536e-05
EAF1	0.766	0.06149
BARHL1	0.767	0.14582
FAM219A	0.767	0.14617
LRP3	0.767	6.4582e-06
UBL7	0.767	0.0011746
IGDCC3	0.767	2.7305e-07
FCGBP	0.767	1.6706e-51
TFR2	0.767	1.2918e-09
SYNJ2BP	0.767	0.51218
CNTNAP3	0.767	1.7092e-11
APOBR	0.767	9.3975e-08
LMCD1	0.767	0.0011817
SHCBP1	0.767	9.3806e-08
ITIH4	0.768	6.4352e-13
NRDE2	0.768	2.7953e-15
CHRNA7	0.768	0.00041549
DBX1	0.768	0.060952
PARP12	0.768	9.2524e-08
RINL	0.768	5.2019e-05
NKAIN2	0.768	0.023684
DHX34	0.768	6.5588e-13
IARS	0.768	1.7339e-21
PIWIL1	0.768	7.2798e-14
YIPF4	0.768	0.06083
SYNDIG1	0.768	0.30249
RHCE	0.768	0.0011629
MAP3K6	0.768	1.0532e-16
SFXN5	0.769	0.0001472
DDHD2	0.769	1.4321e-10
CLCN2	0.769	5.546e-12
PIGS	0.769	1.8127e-05
PAGE4	0.769	0.6939
TMEM150A	0.769	0.023588
RBM4B	0.769	0.02359
PLA2G4E	0.769	6.3171e-13
CLK1	0.769	7.5962e-07
ZFPL1	0.769	0.0087619
DYNC1I2	0.769	1.0648e-08
C5orf22	0.769	0.00014623
VAMP4	0.77	0.14407
CRTAC1	0.77	7.4918e-07
RPAP2	0.77	2.5763e-07
TMEM30A	0.77	0.0031923
YIPF1	0.77	0.0031753
LGI3	0.77	1.78e-05
SUSD4	0.77	0.00014466
EFR3A	0.77	4.8097e-11
INSIG2	0.771	0.059986
SLC5A1	0.771	8.747e-08
DEDD2	0.771	0.059941
LIMS1	0.771	0.0031502
DMC1	0.771	5.0628e-05
CCDC130	0.771	0.0031562
ATMIN	0.771	5.031e-05
MARCH1	0.771	0.0086782
SLC23A3	0.771	7.3605e-07
TBC1D16	0.771	2.5682e-07
TNNI2	0.771	0.14351
MOV10L1	0.771	1.0518e-17
REXO2	0.771	0.023229
PAPD4	0.772	8.6949e-08
PRRT1	0.772	0.29845
PLD3	0.772	1.754e-05
IL17RE	0.772	8.5681e-08
MXI1	0.772	0.0011217
NUAK2	0.772	4.9899e-05
SOWAHC	0.772	0.14271
ZKSCAN4	0.772	0.00014184
ZNF830	0.772	0.059572
NET1	0.772	2.1017e-06
TSPAN3	0.772	0.059759
PRPSAP2	0.772	0.0031244
NAP1L5	0.772	0.6928
CMSS1	0.773	0.0011173
FAM204A	0.773	0.008495
PFAS	0.773	9.8526e-18
ACPL2	0.773	0.0030898
EPB42	0.773	9.9014e-09
FAM102B	0.773	0.00039858
GRWD1	0.773	0.00039721
KCNA7	0.773	0.14232
PCDHGB6	0.773	2.0925e-06
UNC13D	0.773	1.091e-18
SLC7A10	0.774	0.00013879
PIGK	0.774	0.0001381
APCDD1L	0.774	0.058959
KCNS2	0.774	0.059023
SRPX	0.774	0.0030756
BUD13	0.774	2.0613e-06
C1orf101	0.774	4.9865e-12
SPACA1	0.774	0.022692
BASP1	0.774	0.69168
FAM160B2	0.775	2.83e-08
B4GALNT3	0.775	6.7902e-15
CENPT	0.775	5.8498e-06
F12	0.775	8.2526e-08
ZNF385B	0.775	0.0010962
C19orf57	0.775	0.00013778
PFKFB2	0.775	2.3914e-07
ANAPC15	0.775	0.29581
SYT16	0.775	2.0162e-06
RNF122	0.776	0.14077
VPS37B	0.776	0.058263
AZI1	0.776	7.3631e-16
NLRP4	0.776	3.1842e-09
ALDH1L1	0.776	1.4114e-11
GGNBP1	0.776	0.69112
CHGB	0.776	2.3622e-07
L3MBTL1	0.777	1.5474e-12
ZGPAT	0.777	0.00038328
ANGEL1	0.777	9.2452e-09
OR6C1	0.777	0.50471
NBAS	0.777	5.0234e-43
ATP5O	0.777	0.058145
ARL6IP1	0.777	0.022339
EDEM2	0.777	6.8274e-07
FTH1	0.777	0.13999
SLC2A4	0.777	4.7123e-05
GTSF1	0.778	0.022144
